@RELATION nfr

@ATTRIBUTE ProjectID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49}
@ATTRIBUTE RequirementText STRING
@ATTRIBUTE _class_ {F,A,L,LF,MN,O,PE,SC,SE,US,FT,PO}

@DATA
49,'The system should perform with minimal CPU overhead. ',PE
49,'The system should be easy to use, even by general users, with a user-friendly interface.  ',US
49,'It should be easy to learn and understand how to effectively use the system ',US
49,'The system should be reliable in detecting known cryptojacking malware activity. ',SE
49,'The system should be compatible with computer systems running the Microsoft Windows operating system ',PO
49,'The system should preserve the user�s privacy by not publishing the monitored network traffic, and not exposing the user�s registered email address.',SE
49,'The system should not violate laws by not infringing the privacy of sensitive user information and intellectual property rights. ',SE
49,'The system shall allow that the performance of the application in terms of throughput, response time be checked at different intervals after deployment by the customer support team.  ',PE
49,'The system shall allow for operation at all times.  ',A
49,'The system shall be put under several tests such as stress testing such that there will be no errors in verifying the user. ',PE
49,'The system shall ensure that the downtime of internet will not affect its availability as any user can still be granted or denied access to the system. ',A
49,'The system shall circumvent the electricity power cuts challenges by the use of UPS (uninterrupted power supply). ',A
49,'The system shall be easy to maintain since the application has a clear separation of its database and logic code from the system in which it will be applied to, therefore it will be easy to sandbox the proposed system and maintain it without affecting the whole system. ',MN
49,'The system shall be maintained through frequent updates.  ',MN
49,'The system shall be built to be compatible with many operating systems such as windows, android and linux. ',PO
49,'The system shall allow for the tolling sms to be sent with a latency of not more than an hour from such an action.',PE
49,'The system shall allow a user to access data or resources in an indicated location and in the right format at all times. ',PE
49,'The system shall have a modular design catering for corrective, perfective, adaptive and preventive maintenance. ',MN
49,'The system shall be portable and easy to relocate from one computer environment to another. ',PO
49,'The system shall be designed to have a short response time to opening the web application, requesting user details and uploading the personally identifiable information onto a profile.  ',PE
49,'The system shall have a high rate of processing of the work and the services of the user. This means if a person�s details are requested, the request should be processed and results displayed without much delay.  ',PE
49,'The system shall provide access whenever the user needs to check publicly available records of an individual, they should be able to do so since social media details are always available ',A
49,'The system shall offer a short time for data transmission between social network site and Selenium. ',PE
49,'The system shall have a high usability through an easy to use GUI in which a user will only enter a search query since Selenium will be communicating with the social media site. ',US
49,'The system shall have a small learning curve for users to get accustomed to the application. ',US
49,'The system should be able to secure the messages by encrypting them. ',SE
49,'The system should keep history of the transactions in a secure database. ',SE
49,'The system shall be accessible to users via HTTPS web portal ',SE
49,'The system shall be able to function as desired all the time.  ',A
49,'The proposed system� logistics are easily accessed hence its availability is guaranteed when and as required. ',A
49,'The manner in which the system functions should be easy and direct for the users of the system. ',US
49,'The system should have a very fast response time to user�s actions.',PE
49,'The system should be able to enforce privacy of data by encryption of data during transmission. ',SE
49,'The proposed system can perform well in the web environments and also with huge files.  ',PE
49,'The system shall allow multiple clients to login and save their files to the remote server concurrently. ',PE
49,'The system shall be easy to use given that the interface actions and elements are to be consistent ',US
49,'The system should ensure that error messages are communicate to the user or admin. ',US
49,'The system shall ensure that actions which cannot be undone are to request confirmation before they are effected. ',US
49,'The system shall ensure encryption of data during transmission. ',SE
49,'The system shall ensure that the way the interface operates should not be vague but should be designed so that users can easily run tasks ',US
49,'The system shall ensure that the interface moves swiftly in pace with user�s mouse clicking and having where possible. ',PE
49,'The system shall ensure that the interface is user-friendly to avoid human errors credited to poor user interface quality. ',US
49,'The system shall ensure that the login password is stored in encrypted format. ',SE
49,'The system shall provide storage of all important information in a secure database ',SE
49,'The system should be easy to maintain such that the modules should easily interact effectively and in case of failure, a re-initialization of the program is recommended. ',MN
49,'The system should be very portable due to the software application which will be installed on a mobile device. ',PO
49,'The system software shall be based on web and has to be run from a web server that interacts with the software installed in the mobile device',PE
49,'The system software shall take initial load time depending on internet connection strength which also depends on the mobile device from which the system is run. ',PE
49,'The performance shall also depend upon the hardware components of the device in which the system is installed. ',PE
49,'The system should be easy to use by users.  Online help facilities should be available to help user to perform their online activities ',US
49,'The system shall automatically store credential information in a central database ',SE
49,'The system shall use a secure path of sending all the useful credentials to the platform ',SE
49,'The system shall never display a user�s password.  It shall always be echoed with special characters representing typed characters. ',SE
49,'The user interface for the software shall be compatible to any android mobile device by which the user can access to the system. ',PO
49,'The system shall be able to use PGP to maintain security of the log files',SE
49,'The system shall take a short time to respond to a command to encrypt and decrypt data ',PE
49,'The system shall have high throughput which is high rate of processing the work and the services of the user ',PE
49,'The system shall offer a short data transmission time between the target machine and big server ',PE
49,'The system shall provide a user-friendly interface that can be used by auditors without any technical challenges ',US
49,'The system�s interface will include a clear and easy to interpret dashboard that has all the information needed about the securely captured logs. ',US
49,'The system through pgp will incorporate both symmetric key and public key cryptography to ensure confidentiality of the log files during transmission. ',SE
49,'The system shall enable implementation of clear secure data exchange protocols and document the interfaces and the protocols being utilized. ',SE
49,'The system shall allow for easy maintenance. ',MN
49,'The system shall be able to perform well in the web environments in terms of responsiveness and stability under a heavy workload.  ',PE
49,'The system shall be able to adapt to all types of applications',PO
49,'The system shall have a higher probability of failure-free operation for a specified period of time in a specified environment.  ',PE
49,'The system shall offer ease of use and learnability and shall be user-friendly. ',US
49,'The system shall be based on a client-server architecture hence resources are to be obtained from two difference sources at any given point increasing efficiency in resource utilization and also reduction in system bottlenecks. ',PE
49,'This system will be easy to maintain as it will be deployed with the documentation associated with it including code snippets which allows the project to be transferable to another maintenance or updating. ',MN
49,'The system shall be accessible through the use of web interface, and the service can be accessed through different platforms namely Windows, Linux, Android or Mac OS to name just but a few. ',PO
49,'The system will have consistent interface formats and button sets for all forms in the application ',US
49,'The system shall have a form based interface for all data entry and viewing formats, and will generate reports that are formatted in a table and that should look like the existing manual report formats for use friendliness. ',US
49,'The system should be useful to enhance with further technology in future to improve its features compared to the existing system. ',US
49,'The system should be able to perform in all independent paths that all the logical conditions are satisfied ',PO
49,'The system should work all the time and provide a means to handle errors with little or no input from the user.  ',A
49,'The system should be maintained properly so that it should be able to resolve any data conflicts and sustain at any condition.  ',MN
49,'The program coding should be well documented and laid out particularly to facilitate future upgrades and additional features being added at a later date. ',MN
49,'The software should be easy to use with little training or experience ',US
49,'The system should be able to carry out each task requested by the user as quickly as possible',PE
49,'The system should be developed with future upgrades and additional functionality being added to a later date ',MN
49,'The system should be able to provide data for the current maximum number of tags presently two thousand for a period of thirty days in whatever format the user decides',MN
49,'The system should operate with the minimum adequate resource levels to ensure that it performs at a level acceptable to the user�',PE
49,'The system shall adhere to HCI standards. ',US
49,'The system shall offer high Response Time to give results as soon as possible',PE
49,'The system must be scalable ',MN
49,'The system must have capacity of nearly infinity users',PE
49,'The service of the system must always be available whenever it is needed ',A
49,'The system shall be interoperable across all platforms e.g different browsers, operating systems and hardware.  ',PO
49,'The system offers an easy to understand interface.  Henceforth people of different age groups can use the system.  Pictures and simple choice of words are used in the system. ',US
49,'The system offers quick retrieval of information ',PE
49,'Technical constraints � system should be easy to use for users as we may not see them but they will use the system without training. ',US
49,'The system shall provide reliable performance in terms of throughput, response time. ',PE
49,'The system must provide services that are user friendly, reliable and flexible  ',US
49,'The system components shall be expandable. ',MN
49,'The system shall offer a user-friendly UI for easy interfacing, so that less literate patients can also use it and the buttons are clearly labeled, large enough and visible. Usability  ',US
49,'The system has very few interfaces that it does not confuse users as they advance into the system.',US
49,'The system shall maintain full patient medical records in an encrypted format on a server. ',SE
49,'The system shall enforce encryption on all files, communication channels and backups. ',SE
49,'The system should be able to sniff the traffic to and from the network in real time�. ',SE
49,'The system should be able to warn the network officers about the possible occurrence of an intrusion attack and provides information regarding that attack. ',PE
49,'The system should be able to provide reports monthly regarding the anomalies detected. ',PE
49,'The system shall be developed in python and java languages making the program portable I,e platform independent,  the system is easy to transfer from one hardware and/or software system environment to another. ',PO
49,'The system guarantees reliability and availability because the tools used in developing the system (Apache Kafka and Apache Storm) allows the system to be resilient to failure and to be available all the time. ',A
49,'The system will reduce the amount of time in which similar system take in processing data.  ',PE
49,'This system will be doing near real time anomaly detection instead of batch processing, hence it will give results almost instantly.  ',PE
49,'The system is effective because it will detect normal attacks which current systems do not detect.',SE
49,'The system does not use much hardware and software, hence it is not costly to maintain the system and the system does not require maintenance regularly.  ',MN
49,'The system does not need frequent updates to its signatures as it will be learning on its own and updating its signatures on its own. ',MN
49,'The system should ensure that there is maximum confidentiality and safety assurance on the information.  ',SE
49,'The user interface includes GUI (Graphic User Interface) which contains all basic plug ins that constitute the basic functions of the program.  ',US
49,'The system will show the alert messages in case an anomaly has been detected and it will also show a panel of logs of the anomaly detected.  ',SE
49,'The system�s main screen will also contain tabs for HELP and Static Analysis of the network. ',US
49,'The system shall have high performance with respect to its responsiveness and its ability to maintain stability when requested to deal with a particular workload.  ',PE
49,'The system shall have a higher RAM size to increase the computers processing resources during imaging and extraction stages. ',PE
49,'The system shall ensure the hashing and extraction modules are both easy to use and have a user manual explaining how they work and why they are incorporated into the system. ',US
49,'The system shall have capacity to handle complex algorithms as well as huge amounts of data while requiring high speeds of execution to keep up with these aspects.  ',PE
49,'The system embedding module as well as the scanning tool will offer relatively good performance and resource behaviour due to the implemented design which have efficiency in mind.',PE
49,'The system maintainability shall be implemented through the use of proper coding principles and practices such as putting comments in a proper, organized and standard manner in the program. ',MN
49,'System modules will be loosely coupled to allow for easy maintainability when used by the users. ',MN
49,'The system shall ensure portability by enforcing a relatively generalized level of abstraction that should appear between the system interfaces and the application logic. ',PO
49,'The system shall ensure that the application may be transferred to and installed on another platform with ease.  ',PO
49,'The system will be made in a way so it may be compatible with other system architectures. ',PO
49,'The system of web data mining is reliable as the hardware and software is compatible. ',PE
49,'The system can be reliably used on any device that meets the specified hardware and software requirements. ',PO
49,'The system shall be able to handle a growing amount of work and also to be enlarged in order to accommodate that growth.  ',MN
49,'The system�s logistics are usually accessed hence its availability is guaranteed when and as required. ',A
49,'The system is compatible with all operating systems. ',PO
49,'The SAG system can perform well in the web environments. ',PE
49,'Th system adapts to all types of application and can operate reliably under various conditions without failure.  ',PO
49,'The system is easy to use and user friendly. ',US
49,'Our system gives good performance and resource behaviour. ',PE
49,'The system is easy to maintain as it offers modularity, understandability, changeability, testability, reusability and transferability from one team to another.  ',MN
49,'The software can easily be transferred to another environment, including install ability. ',PO
49,'The system can perform well in the web environments and has few resources usage, the system must consistently check the resource use requests before. ',PE
49,'The system must allow scalability so as to perform legitimate modification of user data. ',MN
49,'The system ensure a secure storage of the user patterns so as to protect against compromise attackers. ',SE
49,'The system shall be able to minimize false positives and false negatives. ',PE
49,'The system must be supported by the following characteristics, testability, adaptability, extensibility, serviceability and localizability. ',MN
49,'The system user interface shall comprise of a front end and SQL back end contributing to a great user experience. ',US
49,'The system shall have an interface which shall have a set of command buttons for manipulating the system while the backend shall have a set of relations defining user privileges ',US
49,'The system shall be able to hash passwords ',SE
49,'The system shall be able to encrypt communication ',SE
49,'The system shall be able to produce an incident report which contains (Patient location, Patient current health status, Patient History) ',PE
49,'The system should have the ability to send informative alert to the EMS providers and the next of kin. ',PE
49,'The system shall be able to notify the respected parties of the clinical incident  even when there is a fault ',A
49,'The system shall be able to provide help in a short period of time. ',PE
49,'The system shall ensure that in the event of a crisis the patient is only required to press the power button three times thereby simplifying how the patient interacts with the system.  ',US
49,'The interface of the system on the EMS administrator side will be well articulated so that even individuals with low level of computer literacy will be able to use the system. ',US
49,'The system works well in reducing the affiliated risk of errors from inaccurate data formats ',PE
49,'The web application will be secured by hardening and protecting the servers and restricting access from the outside. ',SE
49,'The system shall ensure that for the generation of the report system, the report will be generated in the least possible time. ',PE
49,'The system shall be able to ensure that the number of registered vehicles should not affect the performance of the system ',PE
49,'The system shall ensure that not much time is spent on loading the web page. ',PE
49,'Information relating to passwords must be confidential ',SE
49,'The system ensures the software quality attributes reliability, efficiency, user-friendliness, flexibility. ',US
49,'The system shall provide a high speed of searching, comparing and matching the captured image with the one in the data base as determined by the algorithm used. ',PE
49,'A system should be designed having the psychology and physiology of the users in min. ',US
49,'The system shall be efficient and effective to use and the tasks shall be accomplished on time ',PE
49,'The system shall be easier to understand and learn how the system actually works ',US
49,'The system will ensure that users have a good experience of using it as well as their ability to quickly navigate the self-explanation design of the system. ',US
49,'The system user interface should be designed to make the interaction between the user and machine simple.  ',US
49,'The system must be able to deal with network threats on the computer it would be installed on.  ',SE
49,'When packets come in through the NIC, the system should be able to detect traffic out of the norm.  ',SE
49,'The system shall be able to learn normal vs anomalous patterns ',PE
49,'The system shall be detecting intrusions specific to a designated area of protection ',SE
49,'The system shall be detecting denial of service attacks to include service overloads, broadcast storms and also message flooding ',SE
49,'The system shall ensure that the IDS performance is sufficient enough to carry out real timeIntrusionD (real time means that an intrusion has to be detected before significant damage has occurred). ',PE
49,'The system shall be able to maintain its performance over time. ',PE
49,'The system should be useful to enhance with further technology in future to improve its features compared to the existing system. ',US
49,'The system should be able to perform in all independent paths that all the logical conditions are satisfied. ',PO
49,'The system should work all the time and provide a means to handle errors with little or no input from the user. ',A
49,'The system should be maintained properly so that it should be able to resolve any data conflicts and sustain at any condition.  ',MN
49,'The program coding should be well documented and laid out particularly to facilitate future upgrades and additional functionality being added at a later date. ',MN
49,'The software should be easy to use with little training or experience. ',US
49,'The  system should be able to carry out each task requested by the user as quickly as possible. ',PE
49,'The system should be developed with future upgrades and additional functionality being added at a later date. ',MN
49,'The system should be able to provide data for the current maximum number of tags presently two thousand for a period of thirty days in whatever format the user decides. ',A
49,'The system should operate with the minimum adequate resource levels to that ensure it performs at a level acceptable to the user ',PE
49,'The system is dependable as it is developed using a high-level language, a modern classifier and advanced datasets to detects spam but also reduces the false negatives.',PE
49,'The system can be trusted for spam detection even after using it for a long time as the data that was used for training the classifier is so vast ',PE
49,'The system is definitely more reliable because of the qualities that are inherited from the chosen python platform.  ',PE
49,'The system is deployed as an application on user machines thus it is cost-effective to maintain as it does not have many modules and online documentation including system documentation and test documentation for easy user acclimatization. ',MN
49,'The system is designed to be cross platform supportable,  the system can be used on a wide range of hardware and any software platform (Windows and Linux). ',PO
49,'The system shall allow the user to encrypt/decrypt messages using AES algorithm ',SE
49,'The system shall allow the user to embed the encrypted message and retrieve encrypted message from the image using LBS technique ',SE
49,'The system can perform well in the web environments and it can also allow multiple clients to login and communicate at the same time. ',PE
49,'The system is easy to use and it is user friendly as it is based and implemented on a website and has an interactive interface.  ',US
49,'The system has clearly defined links and buttons that show the various functionalities that the user may require ',US
49,'The system interface supports efficiency of use ',PE
49,'The system must also allow users to communicate securely knowing that their confidential data is safe from eavesdroppers. ',SE
49,'The system should have a good interface easy to use and should have buttons with labels to assist users to accomplish their goal communicating confidential results in a secure manner.',US
49,'The system should have a clear presentation of elements and it must also be interactive and provides help information to help the clients and give them guidance on how to use the system. ',US
49,'The system shall be able to detect spam messages and direct them to spam in real time ',SE
49,'The system shall be able to allow process of filtering the email to be executed in a fast manner since the classifier is only focused on the text within the mail ',PE
49,'The system shall be able to ensure the performance of the classifier is determined by the bandwidth of the receiver but the classifier takes no time in processing the text contents of the email ',PE
49,'The system shall be able to ensure the performance of the classifier is determined by the time taken to correctly classify emails and the time taken to classify',PE
49,'The system will be very reliable in classifying the emails correctly as ham or spam since a large dataset was used to train the classifier with various emails labeled as ham and spam respectively. ',PE
49,'The system will deliver emails whenever there is internet connection to receive the emails with minimal downtimes ',A
49,'The system will operate round the clock ',A
49,'The system shall be able to ensure the user passwords and data will be encrypted to ensure that user information is secured ',SE
49,'The system shall be able to be easily maintained and updated with new data that emerge since the spammers will be trying to bypass the filter with new tricks being employed. ',MN
49,'The system can be implemented on any mail server with only a few configurations taking place to suit the framework used on developing the mail server ',PO
49,'The system shall provide users with a system that is error free and efficient in capturing and retrieving information. ',PE
49,'The system shall provide customers with a system that is error free and process their cases quickly.',PE
49,'The system should be easy to maintain and it should be modifiable.',MN
49,'The system should have a user-friendly interface which is easy to use and accommodate all types of impairments such as visual impairments. ',US
49,'The system should incorporate easier search mechanism that can assist users in retrieving and searching the required information. ',US
49,'The system should reduce the workload and the amount of information to be entered through creating automatic updates between related tables and queries in the database. ',US
49,'The new system should work very fast in retrieving and updating records. ',PE
49,'The system should be accurate and easy to operate.',US
49,'The system should be easy to use and also allow quick and flexible means of entering information for processing and GUI based on Windows architecture should be employed.',US
49,'The system should reduce the workload and the amount of paper work that has to be filed. ',PE
49,'The system shall ensure that the end user will not experience any significant performance degradation while accessing the system wirelessly or remotely as compared with the access from the wired LAN, ',PE
49,'The system will stand in-between the client and the server, however, it is associated within the server�s architecture. ',MN
49,'The system functions as an IDS/IPD and aids in relieving traffic targeting the server, if a distributed DOS attack occurs and the server is flooded with the requests.',SE
49,'The performance of the system will be measured as the amount of work accomplished by the system and the manner in which the system will function. ',PE
49,'The system will be designed so that it will have short time to respond. ',PE
49,'The system shall have high throughout which is the output relative to input. ',PE
49,'The system should have a high rate of processing the work and the services rendered. ',PE
49,'The system shall have high availability wherever it is needed. ',A
49,'The system shall have short time for data transmission. ',PE
49,'The system will provide good quality online services.  The system will be easy to use since a straightforward user interface will be provided. ',US
49,'The system shall be able to detect SQL Injection and XSS vulnerabilities for a website or a web application. ',SE
49,'The system shall be able to analyse the detected vulnerability. ',SE
49,'The system shall be able to generate a report of the detected and analysed vulnerabilities. ',SE
49,'The system scanner may accept a certain number of URLS that should test them for selected vulnerabilities. ',SE
49,'The system should be able to carefully diagnose the real vulnerabilities when they exist based on conducting formula-based experiments. ',SE
49,'The system shall tested in order to monitor its behaviour from accuracy, performance, false positives and false negatives.  ',PE
49,'The system should have a friendly user interface for ease of use purposes and for a better user experience. ',US
49,'The contents of the proposed project should be implemented using Python programming language. ',PO
49,'The components and the functionalities of the project are associated with a friendly interface design to enhance user�s experience.',US
49,'Parameter inputs are supplied using different user friendly input components that ate based on Graphical User Interface (GUI) concepts. ',US
49,'Reports should be delivered in industry-standard format. ',PO
49,'The system player shall be responsible for hashing the trimmed parts� names. ',SE
49,'The system player shall be interact with user using a Graphical User Interface.',US
49,'The system modules interact with the user through the Graphical User Interface e.g the downloader module is initiated by the user through the download button at the user interface. ',US
49,'The system shall ensure that most of its operations will not be user-oriented but will be in the background such that only the basic operations are required to be known by the user such as how to purchase a song and how to play a song ',US
49,'The system will be divided into modules i.e downloader, trimmer, player to enhance the maintainability of the system and its troubleshooting ',MN
49,'The system shall be able to accomplish that which it was designed for with no glitches. ',PE
49,'The player will hide the trimmed files from any direct contact with user or attacker, thereby reliably depriving any illegal sharing of files. ',SE
49,'The system shall generate a suppression report. ',PE
49,'The system shall generate a generalisation report. ',PE
49,'The system shall analyse and record suspicious packets signatures and detects an anomaly if the following packets data matches the recorded threat related signatures. ',SE
49,'The system shall use honeypot which records and analyses packets flowing through the network.  A honeypot is a system decoy which is used to make the attacker believe that he/she is attacking the intended system.  ',SE
49,'The system shall ensure that the honeypot records the attacker�s activities and warns the system administrators in the event of a threat to the system being protected. ',PE
49,'The system will have consistent interface formats and button sets for all forms in the application, will have a form based interface for all data entry and viewing formats.',US
49,'The system Digital watermarking platform creates an environment for embedding and extracting the watermark from an image.  ',PE
49,'The system shall offer a high speed in the time taken by the system to embed and retrieve the watermark. ',PE
49,'The system including hardware, firmware and software shall adequately perform the task for which it was designed or intended for a stated time and environment. ',PE
49,'The digital watermark system is compatible to all the operating system. ',PO
49,'The system shall capture network traffic between the hypervisor and the subject/monitored virtual machine. ',SE
49,'The system shall store captured traffic data from a pre-determined period. ',PE
49,' The system shall make use of the web based interface for information and reporting will meet the necessary standards necessary to meet the performance requirements. ',PE
49,'The Intrusion Detection module will be based on a tried and tested architecture and the same will apply to the memory acquisition tool,  to avoid violating the proper coding principles as well as best practices for documentation.',MN
49,'The system shall be easy to install, learn and operate more so for less forensically qualified IT personnel. ',US
49,'The system shall have encrypt and decrypt modules in place to attain better and improved security, for containing privacy invasions in overall. ',SE
49,'The system shall allow processed files to be moved over to the end of communication channel that is from one machine to the other. ',PE
49,'The system provides a light weight application, implying that it has that capability to cater for those machines which are very slow in terms of processing to achieve a better service. ',PE
49,'The system offers ability to send and receive messages and files without losing part of the data, quality and exact size retaining. ',PE
49,'The system is a lightweight app which has all the algorithms and libraries engraved within itself for easy management of information which that app would be working with thus making its maintenance easy and simple. ',MN
49,'The system deliverable is a standalone one, which can be an executable that can also be easily taken to a desktop machine and easily used on windows platform.  ',PO
49,'The system shall provide a simple to use interface, for computer novices to be able to select files to be compressed and encrypted and send them without any much difficulties whilst in the back and achieving our goals. ',US
49,'The system shall be able to open the door when the pin is correct. ',PE
49,'The system shall ensure that GSM must send an SMS alert message when 3 consecutive wrong attempts are entered. ',PE
49,'The system shall be secured against environmental threats and this is one of its prime function. ',SE
49,'The system can be used in other platforms such as switching circuit or concerted to home security. ',PO
49,'The system shall be reliable as routine maintenance shall be done often.',MN
49,'The system consists of both hardware and software, it is relatively simple to integrate it to other systems. ',PO
49,'The system will cater for its ability to be extended with more features and functionalities without compromising its original one or affecting the operations of the user. ',MN
49,'This system is not complex, it is an Intelligent engineering artifact that is user-friendly, it only requires the attention of the security personnel and their reaction to its report. ',US
49,'The system ISAAS will have scalable speed to meet the response time and performance targets and it should be able to serve detection concurrently without any delay or unrealistic waiting time for a response. ',PE
49,'The system should be efficient to use and it takes less time to accomplish a particular task ',PE
49,'The system will ensure users have a good experience of using the system as well as their ability to quickly navigate the self explanatory design of the system. ',US
49,'The system shall be available to users all the time to ensure a 24/7 service delivery and give results in a short period of time. ',A
49,'The proposed system shall be designed such that any glitch can be fixed in no time to restore service to users and it will allow adding functionality easily. ',MN
49,'The system must generate a shared encryption key, upon registration. ',SE
49,'The system shall be able to allow the user to generate their ECC public and private keys.  These keys are to be used for the encryption of the AES encryption key and also for PDP. ',SE
49,'The system shall be able to secure uploaded files using AES algorithm with a 256-bit key.  The system shall automatically encrypt the files that will be uploaded by the user for storage using a 256-bit encryption key. ',SE
49,'The system can perform well in the web environments and also with huge files. ',PE
49,'The system can allow multiple clients to login and save their files to the remote server. ',PE
49,'The system is also easy to use and user friendly as it is based and implemented on a website and has an interactive interface.  ',US
49,'The system is web based and therefore guarantees maximum availability of data to the cloud data owners. ',A
49,'The system is easy to maintain as it can easily be integrated with other systems, modified or reused on other different platforms ',MN
49,'The system is developed using python programming which is platform independent meaning that it can be deployed used on any platform, be it windows, Linux or MAC OS.  ',PO
49,'The proposed system is efficient as it is based on the most secure and efficient encryption algorithms.',PE
49,'PDP reduces the amount of time and computational efforts that would be required if the data owner was to download the data and then check if the data was modified manually. ',PE
49,'The system shall be user friendly and make it easy for the users to navigate through the web materials. ',US
49,'The system shall not keep the data owners waiting for long time while waiting for it to process their requests and respond. ',PE
49,'The system shall be interactive and provides help information to help the clients and give them guidance on how to use the system. ',US
49,'The system must be portable in such a way that it can be usable on different devices with different screen sizes without difficulties.',PO
49,'The system enhances security through the use of more secure and efficient enciphering algorithms, that is Advanced encryption standard with a 256-bit key and Elliptic curve cryptography.  ',SE
49,'The system shall allow a user to search for resources. ',PE
49,'The system will be using local Microsoft based certificates, thus the intention is to ensure availability of the certificate authority at all times.',A
49,'The system shall provide redundancy to avoid a single point of failure and reduce interruptions which will render the system unusable.',A
49,'The system will employ encryption at the database side and use HTTPS when accessing networked resources over the internet.  ',SE
49,'The system will work across platforms taking advantage of web browsers since it will be portal based.  This entails that the EGOVAUTH system will be portable as long as there is internet connectivity. ',PO
49,'The system shall enable user interaction to move to spam as Blacklisting and move to Ham folder as whitelisting. ',PE
49,'PlutoMail offer a fast set-up and a high spam detection rate using Bayesian analysis and other methods � no configuration required, very low false positives through its automatic whitelist ',PE
49,'The system is able to automatically adapt to the email environment to constantly tune and improve spam detection.  ',MN
49,'The system shall enable sorting of spam to users� junk email folders.  Reporting, mail archiving, monitoring and POP3 downloading. ',PE
49,'The PlutoMail will have scalable speed to meet the response time and performance targets.  ',PE
49,'The system shall be able to serve multiple users concurrently without any delay or unrealistic waiting time for a response. ',PE
49,'The system shall be efficient to use that it takes less time to accomplish a particular task. ',PE
49,'The system shall be easy to learn that its operation can be learned by observing the software or system. ',US
49,'The system shall simplify business operations. ',PE
49,'The system shall allow the radiologist to compress the images using optimized lossless compression methods. ',PE
49,'The system shall allow the radiologist to, encrypt and upload the images to the cloud. ',SE
49,'The system can perform well in the web environments and also with huge files.  ',PE
49,'The system shall allow multiple clients to login and save their files to the remote server.',PE
49,'The system shall be user friendly and easy to use as it is based and implemented on a website and has an interactive interface.  ',US
49,'The system shall be a simple and attractive website with a clear presentation of elements. ',US
49,'The system shall be user sociable and make it easy for the users to navigate through the web materials. ',US
49,'The system shall be responsive, not keeping the data owners waiting for long time while waiting for it to process their requests and respond. ',PE
49,'The system shall be interactive and provides help information to help the clients and give them guidance on how to use the system. ',US
49,'The system shall be portable in such a way that it can be unable on different devices with different screen sizes without difficulties. ',PO
49,'The system shall accommodate high traffic and be able to maximize its performance without glitches since the system will be used by the nation as a whole hence the users shall be many and using it concurrently.  ',PE
49,'The system application must be on very high standard servers to accommodate the huge amount of data and requests for access to the server from a large number of users at the same time. ',PE
49,'The system shall minimize access to the system at the police side to only authorized police officers. ',US
49,'The system shall allow the user to learn, operate, prepare inputs and interpret outputs through interaction with the software system easily without any complications. ',US
49,'The system shall meet user�s needs regarding ease of entry, ease of learning, ease of handling, likability, and possible metrics.  Usability',US
49,'The system shall be available at all times, meaning the user can access it using a device application which addresses the user concern for how dependable the system is during normal operating times. ',A
49,'The system must be considered downtime impact on the business, transport unavailability and minimizing unavailability.',A
49,'The system shall allow a user to listen for any port scan on university WIFI network. ',SE
49,'The system shall allow background processes to be monitoring for any scan and relaying information to the registry about any unusual activities.',SE
49,'The system shall allow time to fetch student details from the database to be 2 seconds (To be tested during development)�. ',PE
49,'The software depends on the operating system speed and efficiency in its execution.  ',PE
49,'The software will look at port scanning only on the host it will be deployed on, this will devote all the listen to one part of the many policies in a computer. ',SE
49,'The software will undergo all types of testing like, performance testing, stress testing and many others   ',PE
49,'The product can be corrected by updates, patches and with newer versions when required. ',MN
49,'HID is designed to work on windows platform from Windows 7 and any later version of windows but the software needs some adjustments for it to work on Linux platform. ',PO
49,'The software is delivered with a user manual and once installed the software is easy to run.  ',US
49,'The system�s time to react to tolerating the exchange to happen or dismissing it hindering the card and cautioning the head be brief in order to advance an easy to understand framework. ',PE
49,'The system shall offer high throughput which is the yield in respect to the measure of going through a framework from contribution to yield. ',PE
49,'The framework should exhibit a high rate of work handling and that of administrations� clients.  ',PE
49,'The framework ought to be accessible wherever it is required.  At whatever point the clients needs to make a purchase',A
49,'The system shall provision good quality online services making it easy to use since an up-front user interface will be delivered. ',US
49,'The main system is centered around security on online transactions hence it is secure. ',SE
49,'The system should be simple and user friendly.',US
49,'The system user interface should be almost self-explanatory. ',US
49,'The system shall be compatible with different desktop platform. ',PO
49,'The career recommender should be simple and user friendly. ',US
49,'The user interface should be easy to navigate and should be self-explanatory. ',US
49,'The simulator should be simple and user friendly. ',US
49,'The user interface should be almost self-explanatory. ',US
49,'The user interface should be easy to navigate and should be self-explanatory. ',US
49,'The model should produce estimates very early i.e. it should be able to produce an estimate within the very day you receive and feed requirements to it as the training process would have been done already. ',PE
49,'The system shall limit typing for the cost engineers or contractors through the use of radio buttons and drop-down menus. ',US
49,'The interface should be clear enough and simple to understand for its designated users. ',US
49,'The system can perform well in the web environments catering for all mothers nationwide without encountering major challenges. ',PO
49,'The system in terms of responsiveness is a real time system such that clients can easily access medical records of baby�s at any given point in time. ',A
